,tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%,avg_sentiment,prop_pos,prop_neg,prop_neu,count,max_impact
624,2024-08-06,712921.0,709867.0,716726.0,706650.0,12250000000.0,0.99,-1.0,0.0,1.0,0.0,1.0,negatif
625,2024-08-07,721213.0,714951.0,724626.0,714729.0,12860000000.0,1.16,0.0,0.0,0.0,1.0,1.0,netral
626,2024-08-08,719512.0,721274.0,723445.0,718177.0,12520000000.0,-0.24,0.0,0.0,0.0,1.0,0.0,netral
627,2024-08-09,725700.0,721998.0,726742.0,721992.0,11270000000.0,0.86,0.0,0.0,0.0,1.0,0.0,netral
628,2024-08-12,729763.0,726515.0,729763.0,723079.0,15640000000.0,0.56,0.0,0.0,0.0,1.0,0.0,netral
629,2024-08-13,735664.0,731643.0,736665.0,728655.0,14610000000.0,0.81,0.8982862234115601,1.0,0.0,0.0,2.0,positif
630,2024-08-14,743604.0,737701.0,744566.0,737289.0,16809999999.999998,1.08,1.0,1.0,0.0,0.0,1.0,positif
631,2024-08-15,740950.0,744291.0,746039.0,738674.0,15040000000.0,-0.36,-0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,3.0,negatif
632,2024-08-16,743209.0,744394.0,745975.0,741721.0,15130000000.0,0.3,0.0,0.0,0.0,1.0,0.0,netral
633,2024-08-19,746683.0,742874.0,746683.0,742038.0,13870000000.0,0.47,0.0,0.5,0.5,0.0,2.0,netral
634,2024-08-20,753398.0,749032.0,753816.0,748250.0,18360000000.0,0.9,0.0,0.0,0.0,1.0,0.0,netral
635,2024-08-21,755459.0,756308.0,759455.0,754364.0,19990000000.0,0.27,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,netral
636,2024-08-22,748868.0,753135.0,754027.0,746040.0,14070000000.0,-0.87,0.024461936950683594,0.2,0.2,0.6,5.0,netral
637,2024-08-23,754430.0,751066.0,756751.0,750774.0,12880000000.0,0.74,0.0,0.0,0.0,1.0,1.0,netral
638,2024-08-26,760619.0,754941.0,761990.0,754941.0,14210000000.0,0.82,0.0,0.0,0.0,1.0,0.0,netral
639,2024-08-27,759788.0,759846.0,761020.0,754726.0,14120000000.0,-0.11,0.0,0.0,0.0,1.0,0.0,netral
640,2024-08-28,765888.0,760433.0,767229.0,758105.0,15200000000.0,0.8,0.0,0.0,0.0,1.0,0.0,netral
641,2024-08-29,762760.0,767953.0,771576.0,762760.0,15390000000.0,-0.41,0.0,0.0,0.0,1.0,0.0,netral
642,2024-08-30,767073.0,764278.0,767318.0,761635.0,19450000000.0,0.57,0.0,0.0,0.0,1.0,0.0,netral
643,2024-09-02,769453.0,768654.0,772619.0,766992.0,15620000000.0,0.31,1.0,1.0,0.0,0.0,1.0,positif
644,2024-09-03,761652.0,770665.0,772666.0,759847.0,16570000000.0,-1.01,1.0,1.0,0.0,0.0,1.0,positif
645,2024-09-04,767290.0,757710.0,767290.0,754605.0,14760000000.0,0.74,0.0,0.0,0.0,1.0,0.0,netral
646,2024-09-05,768104.0,767965.0,772223.0,765080.0,13770000000.0,0.11,0.0,0.0,0.0,1.0,0.0,netral
647,2024-09-06,772185.0,768481.0,775448.0,768370.0,12270000000.0,0.53,1.0,1.0,0.0,0.0,1.0,positif
648,2024-09-09,770274.0,772925.0,774833.0,765473.0,13850000000.0,-0.25,0.0,0.0,0.0,1.0,0.0,netral
649,2024-09-10,776139.0,772528.0,776478.0,772330.0,19650000000.0,0.76,0.0,0.0,0.0,1.0,0.0,netral
650,2024-09-11,776096.0,777027.0,780248.0,773678.0,17190000000.0,-0.01,0.0,0.0,0.0,1.0,0.0,netral
651,2024-09-12,779815.0,778202.0,783327.0,778202.0,25270000000.0,0.48,0.5,0.5,0.0,0.5,2.0,positif
652,2024-09-13,781213.0,780569.0,782897.0,777564.0,16250000000.0,0.18,0.5,0.5,0.0,0.5,2.0,positif
653,2024-09-17,783178.0,783252.0,785402.0,780227.0,21610000000.0,0.25,0.8346709609031677,1.0,0.0,0.0,2.0,positif
654,2024-09-18,782913.0,784581.0,787904.0,781896.0,24180000000.0,-0.03,1.0,1.0,0.0,0.0,1.0,positif
655,2024-09-19,790539.0,785811.0,791056.0,785335.0,25950000000.0,0.97,1.0,1.0,0.0,0.0,1.0,positif
656,2024-09-20,774300.0,790440.0,790451.0,773832.0,31770000000.0,-2.05,0.3321165442466736,0.5,0.0,0.5,2.0,positif
657,2024-09-23,777573.0,774320.0,777573.0,767529.0,26020000000.0,0.42,0.0,0.0,0.0,1.0,0.0,netral
658,2024-09-24,777849.0,777456.0,781054.0,771784.0,18280000000.0,0.04,1.0,1.0,0.0,0.0,3.0,positif
659,2024-09-25,774090.0,774785.0,776088.0,763345.0,27670000000.0,-0.48,-1.0,0.0,1.0,0.0,1.0,negatif
660,2024-09-26,774452.0,772310.0,776308.0,767305.0,20280000000.0,0.05,0.10931167006492615,0.5,0.5,0.0,2.0,netral
661,2024-09-27,769692.0,771380.0,773692.0,766348.0,19050000000.0,-0.61,0.5,0.5,0.0,0.5,2.0,positif
662,2024-09-30,752793.0,767429.0,767924.0,752793.0,22220000000.0,-2.2,1.0,1.0,0.0,0.0,2.0,positif
663,2024-10-01,764213.0,755146.0,764213.0,754711.0,20700000000.0,1.52,0.5,0.5,0.0,0.5,2.0,positif
664,2024-10-02,756326.0,760174.0,761910.0,750146.0,31530000000.0,-1.03,0.75,0.75,0.0,0.25,4.0,positif
665,2024-10-03,754383.0,756745.0,758133.0,750441.0,18940000000.0,-0.26,0.0,0.5,0.5,0.0,2.0,netral
666,2024-10-04,749609.0,753179.0,754923.0,746780.0,22390000000.0,-0.63,0.0,0.0,0.0,1.0,0.0,netral
667,2024-10-07,750413.0,749366.0,754024.0,745020.0,23580000000.0,0.11,0.0,0.0,0.0,1.0,0.0,netral
668,2024-10-08,755714.0,748672.0,759288.0,744948.0,19480000000.0,0.71,-1.0,0.0,1.0,0.0,1.0,negatif
669,2024-10-09,750129.0,755656.0,759558.0,750122.0,16920000000.000002,-0.74,0.0,0.0,0.0,1.0,0.0,netral
670,2024-10-10,748008.0,750187.0,752895.0,746782.0,15800000000.0,-0.28,-1.0,0.0,1.0,0.0,1.0,negatif
671,2024-10-11,752060.0,752053.0,754954.0,750628.0,15950000000.0,0.54,0.21631850798924765,0.6666666666666666,0.3333333333333333,0.0,3.0,positif
672,2024-10-14,755965.0,751881.0,757027.0,751881.0,20590000000.0,0.52,0.0,0.0,0.0,1.0,0.0,netral
673,2024-10-15,762695.0,757905.0,763504.0,757345.0,21870000000.0,0.89,0.0,0.0,0.0,1.0,0.0,netral
674,2024-10-16,764894.0,764521.0,765840.0,761660.0,19740000000.0,0.29,0.48670947551727295,0.5,0.0,0.5,2.0,positif
675,2024-10-17,773504.0,766107.0,775867.0,765772.0,22460000000.0,1.13,0.0,0.0,0.0,1.0,0.0,netral
676,2024-10-18,776006.0,776215.0,779071.0,771868.0,23430000000.0,0.32,-0.4547722637653351,0.0,1.0,0.0,1.0,negatif
677,2024-10-21,777260.0,778025.0,779509.0,773989.0,24690000000.0,0.16,-0.8433457016944885,0.0,1.0,0.0,1.0,negatif
678,2024-10-22,778898.0,775238.0,780140.0,773196.0,28680000000.0,0.21,0.0,0.0,0.0,1.0,0.0,netral
679,2024-10-23,778756.0,777401.0,780592.0,776125.0,26970000000.0,-0.02,1.0,1.0,0.0,0.0,1.0,positif
680,2024-10-24,771655.0,777866.0,779486.0,771655.0,24290000000.0,-0.91,1.0,1.0,0.0,0.0,1.0,positif
681,2024-10-25,769466.0,771743.0,775225.0,767818.0,20580000000.0,-0.28,0.0,0.0,0.0,1.0,0.0,netral
682,2024-10-28,763463.0,770587.0,771474.0,759962.0,19720000000.0,-0.78,0.0,0.0,0.0,1.0,1.0,netral
683,2024-10-29,760660.0,762547.0,766643.0,758721.0,18280000000.0,-0.37,-0.3347477912902832,0.0,0.5,0.5,2.0,negatif
684,2024-10-30,756985.0,755880.0,758191.0,752173.0,16820000000.0,-0.48,1.0,1.0,0.0,0.0,1.0,positif
685,2024-10-31,757402.0,756972.0,761736.0,755868.0,20330000000.0,0.06,0.0,0.0,0.0,1.0,0.0,netral
686,2024-11-01,750526.0,757379.0,758369.0,748546.0,15530000000.0,-0.91,0.39705973863601685,0.4,0.0,0.6,5.0,netral
687,2024-11-04,747950.0,750511.0,752970.0,741581.0,21230000000.0,-0.34,0.0,0.0,0.0,1.0,0.0,netral
688,2024-11-05,749193.0,747445.0,749700.0,745155.0,18270000000.0,0.17,0.0,0.0,0.0,1.0,1.0,netral
689,2024-11-06,738387.0,749513.0,750660.0,736303.0,23580000000.0,-1.44,1.0,1.0,0.0,0.0,1.0,positif
690,2024-11-07,724386.0,737357.0,738176.0,724386.0,20410000000.0,-1.9,-0.9093847572803497,0.0,1.0,0.0,1.0,negatif
691,2024-11-08,728719.0,726396.0,735036.0,726396.0,14890000000.0,0.6,0.19081212083498636,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,netral
692,2024-11-11,726646.0,725929.0,728220.0,718231.0,22100000000.0,-0.28,0.0,0.0,0.0,1.0,0.0,netral
693,2024-11-12,732199.0,727117.0,734407.0,726861.0,28770000000.0,0.76,1.0,1.0,0.0,0.0,1.0,positif
694,2024-11-13,730867.0,734401.0,737039.0,730487.0,22630000000.0,-0.18,0.5651501417160034,1.0,0.0,0.0,1.0,positif
695,2024-11-14,721456.0,730390.0,731878.0,721456.0,20940000000.0,-1.29,0.5751338601112366,0.6666666666666666,0.0,0.3333333333333333,3.0,positif
696,2024-11-15,716126.0,719221.0,724166.0,712268.0,21310000000.0,-0.74,-0.02324666976928711,0.2,0.2,0.6,5.0,netral
697,2024-11-18,713428.0,715208.0,717475.0,711887.0,19170000000.0,-0.38,0.6294713616371155,0.6666666666666666,0.0,0.3333333333333333,3.0,positif
698,2024-11-19,719571.0,714019.0,722983.0,713669.0,20510000000.0,0.86,1.0,1.0,0.0,0.0,1.0,positif
699,2024-11-20,718033.0,721400.0,722971.0,717127.0,16410000000.0,-0.21,0.0,0.0,0.0,1.0,1.0,netral
700,2024-11-21,714091.0,716833.0,720936.0,714091.0,15570000000.0,-0.55,0.0,0.0,0.0,1.0,2.0,netral
701,2024-11-22,719556.0,715468.0,721569.0,715445.0,20580000000.0,0.77,0.8350233435630798,1.0,0.0,0.0,1.0,positif
702,2024-11-25,731411.0,721895.0,732949.0,721883.0,26480000000.0,1.65,0.5,0.5,0.0,0.5,2.0,positif
703,2024-11-26,724589.0,732953.0,734160.0,724589.0,16410000000.0,-0.93,0.0,0.0,0.0,1.0,0.0,netral
704,2024-11-28,720016.0,721591.0,724969.0,719567.0,17900000000.0,-0.63,1.0,1.0,0.0,0.0,1.0,positif
705,2024-11-29,711427.0,716800.0,718913.0,710728.0,21840000000.0,-1.19,0.0,0.25,0.25,0.5,4.0,netral
706,2024-12-02,704699.0,711775.0,715303.0,704134.0,16390000000.0,-0.95,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,3.0,netral
707,2024-12-03,719602.0,710493.0,719602.0,710222.0,17630000000.0,2.11,0.0,0.0,0.0,1.0,0.0,netral
708,2024-12-04,732676.0,719810.0,732832.0,718748.0,16640000000.0,1.82,1.0,1.0,0.0,0.0,1.0,positif
709,2024-12-05,731331.0,732602.0,733860.0,728350.0,13140000000.0,-0.18,1.0,1.0,0.0,0.0,1.0,positif
710,2024-12-06,738279.0,730267.0,738281.0,728760.0,13020000000.0,0.95,-1.0,0.0,1.0,0.0,1.0,negatif
711,2024-12-09,743773.0,738261.0,744098.0,738066.0,23010000000.0,0.74,0.0,0.0,0.0,1.0,0.0,netral
712,2024-12-10,745329.0,744877.0,745781.0,739679.0,20330000000.0,0.21,1.0,1.0,0.0,0.0,1.0,positif
713,2024-12-11,746475.0,744486.0,753056.0,744417.0,23550000000.0,0.15,0.0,0.0,0.0,1.0,1.0,netral
714,2024-12-12,739424.0,744197.0,747089.0,738003.0,14770000000.0,-0.94,0.28989828295177883,0.3333333333333333,0.0,0.6666666666666666,3.0,netral
715,2024-12-13,732479.0,737975.0,739990.0,732479.0,12010000000.0,-0.94,0.07298425833384196,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,netral
716,2024-12-16,725863.0,730422.0,732079.0,720465.0,18650000000.0,-0.9,-0.9533998072147369,0.0,1.0,0.0,1.0,negatif
717,2024-12-17,715773.0,723817.0,726331.0,713206.0,15740000000.0,-1.39,0.24008232355117798,0.25,0.0,0.75,4.0,netral
718,2024-12-18,710788.0,716897.0,721688.0,710507.0,12240000000.0,-0.7,0.0,0.0,0.0,1.0,1.0,netral
719,2024-12-19,697724.0,703462.0,704055.0,695105.0,17090000000.0,-1.84,0.99025958776474,1.0,0.0,0.0,1.0,positif
720,2024-12-20,698387.0,698017.0,703240.0,693158.0,14570000000.0,0.09,0.0,0.0,0.0,1.0,2.0,netral
721,2024-12-23,709644.0,703753.0,709644.0,703573.0,13870000000.0,1.61,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,3.0,positif
722,2024-12-24,706575.0,711564.0,712058.0,706375.0,11060000000.0,-0.43,0.0,0.0,0.0,1.0,0.0,netral
723,2024-12-27,703657.0,707338.0,710027.0,702471.0,14430000000.0,-0.41,0.0,0.0,0.0,1.0,0.0,netral
724,2024-12-30,707990.0,702678.0,707990.0,699307.0,15970000000.0,0.62,0.5,0.5,0.0,0.5,4.0,positif
